stop_id,40.ida,40.reg,41.ida ,41.reg,42.ida,42.reg,43.ida,43.reg,44.ida,44.reg,50.ida,50.reg,51.ida,51.reg,52.ida,52.reg,53.ida,53.reg,54.ida,54.reg,55.ida,55.reg,d50.ida,d50.reg,500,501,600,601
7369,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7370,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7371,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7372,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7373,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7374,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7375,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7376,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7377,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7378,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7379,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7380,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7381,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7382,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7383,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7384,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7385,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7386,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7387,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7388,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7389,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7390,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7391,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7392,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7393,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
7394,,,,,,,,,X,,,,,,,,,,,,,,,,,,,
