stop_id,stop_calle,stop_numero,stop_frente,stop_esquina,stop_entre_a,stop_entre_b
4249,Ferreyra de Roca,2823,,,Saavedra,Armando Sica
4250,Colectora Circunvalación,,,Wallmart,Juarez,O´higgins
4251,Colectora Circunvalación,,,O´higgins,,
4252,Cno. San Carlos,5000,,,,
4252,Cno San Carlos,5000,,,,
4252,Cno San Carlos,5000,,,,
4253,Cno. San Carlos,4500,,,,
4253,Minuzzi,288,,,Berro,Belardinelli
4254,Colectora Circunvalación,,,O´higgins,,
4254,Belardinelli,4311,,,Publica,Melincue
4255,Melincue,410,,,Belardinelli,Publica
4256,Melincue,590,,,Publica,Schneider
4257,Melincue,790,,,Publica,Peñaloza
4258,Melincue,950,,,Peñaloza,Fray Angelico
4259,Fray Angelico,4123,,,Escalante,Sanzio
4260,Vecelli,717,,,Verones,Peñaloza
4261,Benjamín Dávalos,3969,,,Vecelli,Benatti
4262,Benatti,584,,,Davalos,Dulce
4263,José Dulce,3807,,,Rimini,Boungarten
4264,Carlos Bunge,3785,,,Boungarten,Lionismo Argentino
4265,Carlos Bunge,3607,,,Eguilus,Amenabar
4266,Carlos Bunge,3419,,,Lautaro,Drago
4267,Carlos Bunge,3213,,,Inschaupe,Becar Varela
4268,Carlos Bunge,3008,,,Abel Chaneton,J .Diaz
4269,Javier Diaz,415,,,Echague,Korn
4270,Belardinelli,2981,,,Javier Diaz,Quirno Costa
4271,Belardinelli,2902,,,Quirno Costa,Cruz Roja Argentina
4272,Enrique Barros,,,,Haya de la Torre,Enfermera Gordillo
4272,Enrique Barros,,,,Haya de la Torre,Enfermera Gordillo
4272,Enrique Barros,,,,Haya de la Torre,Enfermera Gordillo
4273,Hipólito Irigoyen,619,,,Thays,Plaza España
4273,Hipólito Irigoyen,619,,,Thays,Plaza España
4273,Hipólito Irigoyen,619,,,Thays,Plaza España
4273,Hipólito Irigoyen,619,,,Thays,Plaza España
4274,Chacabuco,,624,,Obispo Oro,San Lorenzo
4274,Chacabuco,,624,,Obispo Oro,San Lorenzo
4274,Chacabuco,,624,,Obispo Oro,San Lorenzo
4274,Chacabuco,,624,,Obispo Oro,San Lorenzo
4275,Chacabuco,,458,,Rondeau,Illia
4275,Chacabuco,,458,,Rondeau,Illia
4275,Chacabuco,,458,,Rondeau,Illia
4275,Chacabuco,,458,,Rondeau,Illia
4276,27 de Abril,52,,,Independencia,Obispo Trejo
4276,27 de Abril,52,,,Independencia,Obispo Trejo
4276,27 de Abril,52,,,Independencia,Obispo Trejo
4276,27 de Abril,52,,,Independencia,Obispo Trejo
4277,27 de Abril,,275,,Velez Sarsfield,Belgrano
4277,27 de Abril,,275,,Velez Sarsfield,Belgrano
4277,27 de Abril,,275,,Velez Sarsfield,Belgrano
4277,27 de Abril,,275,,Velez Sarsfield,Belgrano
4277,27 de Abril,,275,,Velez Sarsfield,Belgrano
4278,27 de Abril,674,,,Arturo M. Bas,Corro
4278,27 de Abril,674,,,Arturo M. Bas,Corro
4278,27 de Abril,674,,,Arturo M. Bas,Corro
4279,27 de Abril,,979,,San José de Calazanz,Mariano Moreno
4279,27 de Abril,,979,,San José de Calazanz,Mariano Moreno
4279,27 de Abril,,979,,San José de Calazanz,Mariano Moreno
4279,27 de Abril,,979,,San José de Calazanz,Mariano Moreno
4279,27 de Abril,,979,,San José de Calazanz,Mariano Moreno
4280,Coronel Olmedo,76,,,Dean Funes,9 de Julio
4280,Coronel Olmedo,76,,,Dean Funes,9 de Julio
4280,Coronel Olmedo,76,,,Dean Funes,9 de Julio
4280,Coronel Olmedo,76,,,Dean Funes,9 de Julio
4280,Coronel Olmedo,76,,,Dean Funes,9 de Julio
4281,Santa Fé,372,,,Santa Rosa,La Rioja
4281,Santa Fé,372,,,Santa Rosa,La Rioja
4281,Santa Fé,372,,,Santa Rosa,La Rioja
4281,Santa Fé,372,,,Santa Rosa,La Rioja
4281,Santa Fé,372,,,Santa Rosa,La Rioja
4282,Santa Fé,874,,,Mariano Benitez,Dumesnil
4282,Santa Fé,874,,,Mariano Benitez,Dumesnil
4282,Santa Fé,874,,,Mariano Benitez,Dumesnil
4282,Santa Fé,874,,,Mariano Benitez,Dumesnil
4282,Santa Fé,874,,,Mariano Benitez,Dumesnil
4283,Palestina,79,,,Castro Barros,Martín García
4283,Palestina,79,,,Castro Barros,Martín García
4283,Palestina,79,,,Castro Barros,Martín García
4284,Uspallata,532,,,Palestina,Soler
4285,Uspallata,746,,,Zelaya,Brandsen
4286,Uspallata,991,,,Zapiola,Obispo Ceballos
4287,Uspallata,1220,,,Galan,Videla Castillo
4288,Uspallata,1511,,,Videla Castillo,Copacabana
4289,Uspallata,1890,,,Constituyentes Salguero,Amado Nervo
4290,Amado Nervo,479,,,Colombres,Soldado Ruiz
4291,Soldado Ruiz,2094,,,Centenario,Agustín Patiño
4292,Agustín Patiño,686,,,Pinzon,Cerrito
4293,Los Granaderos,2098,,,Platon,Gongora
4294,Los Granaderos,2288,,,Lulio,Espinel
4295,Los Granaderos,2459,,,Días de Solís,M.P. Cabrera
4296,Suarez de Figueroa,184,,,Alonzo de Cámara,Gaspar de Medina
4297,Gaspar de Medina,533,,,Herrera y Guzman,Tomás de Irobi
4298,Gaspar de Medina,534,,,,
4299,Tomás de Irobi,287,,Toledo de Pimentel,,
4300,Tomás de Irobi,492,,Pedro de Olmedo,Blas de Peralta,Pedro de Olmedo
4301,Tomás de Irobi,618,,,Alonzo de Ubeda,Tristan de Tejeda
4302,Tomás de Irobi,748,,,Tristan de Tejeda,Suarez Mejia
4302,Tomás de Irobi,748,,,Tristan de Tejeda,Suarez Mejia
4303,Tomás de Irobi,889,,Rodriguez de Ruesgas,Suarez Mejia,Rodriguez de Ruescas
4303,Tomás de Irobi,889,,Rodriguez de Ruesgas,Suarez Mejia,Rodriguez de Ruescas
4304,Tomás de Irobi,994,,,Rodriguez de Ruescas,Gaspar de Quevedo
4304,Tomás de Irobi,994,,,Rodriguez de Ruescas,Gaspar de Quevedo
4305,Tomás de Irobi,1110,,,Gaspar de Quevedo,Avila y Quiroz
4306,Miguel de Mojica,1082,,Gaspar de Quevedo,Tomás de Irobi,Gaspar de Quevedo
4307,Miguel de Mojica,1064,,Gaspar de Quevedo,Gaspar de Quevedo,Tomás de Irobi
4307,,,,PUNTO,FINAL,
4308,Tomás de Irobi,1075,,,Miguel de Mojica,Gaspar de Quevedo
4309,Tomás de Irobi,991,,,Miguel de Mojica,Gaspar de Quevedo
4310,Tomás de Irobi,881,,,Rodriguez de Ruescas,Suarez Mejia
4311,Tomás de Irobi,711,,,Suarez Mejia,Tristan de Tejeda
4311,Tomás de Irobi,711,,,Suarez Mejia,Tristan de Tejeda
4312,Tomás de Irobi,601,,,Tristan de Tejeda,Alonzo de Ubeda
4312,Tomás de Irobi,601,,,Tristan de Tejeda,Alonzo de Ubeda
4313,Tomás de Irobi,519,,Melchor Ramirez,Barragan,Melchor Ramirez
4314,Tomás de Irobi,335,,,Perez Correa,Toledo de Pimentel
4315,Tomás de Irobi,212,,Gaspar de Medina,Toledo de Pimentel,Gaspar de Medina
4316,Gaspar de Medina,517,,,Herrera y Guzman,Suarez de Figueroa
4317,Suarez de Figueroa,107,,Alonso de Camara,Gaspar de Medina,Alonzo de Camara
4318,Las Vertientes,2589,,Talavera de Madrid,Ciudad de Esteco,Talavera de Madrid
4319,Talavera de Madrid,3106,,,Las Vertientes,Los Granaderos
4320,Los Granaderos,2375,,,Monseñor Pablo Cabrera,David Arguello
4320,Los Granaderos,2375,,,Monseñor Pablo Cabrera,David Arguello
4321,Los Granaderos,2239,,,Dobritzhofer,Triunvirato
4321,Los Granaderos,2239,,,Dobritzhofer,Triunvirato
4322,Los Granaderos,2158,,,Triunvirato,Lastra
4322,Los Granaderos,2158,,,Triunvirato,Lastra
4323,Martín Pinzón,2206,,Córdoba,Gigena,Cordoba
4324,Córdoba,4002,,José Colombres,Soldado Ruiz,José Colombres
4325,José Colombres,2055,,,Patiño,Centenario
4326,José Colombres,1805,,,Amado Nervo,Salguero
4327,José Colombres,1613,,,Quizquizacate,Suquia
4328,Suquía,201,,Tomás Guido,Uspallata,Tomás Guido
4329,Tomás Guido,1429,,,Copacavana,Tambo Nuevo
4330,Tomás Guido,1209,,,Pasaje Cuenca,Galan
4331,Tomás Guido,1045,,,Obispo Clara,Obispo Ceballos
4332,Federico Brandsen,153,,,Tomas Guido,Martin Garcia
4333,Colón,657,,,Fragueiro,Marcelo T de Alvear
4333,Colón,657,,,Fragueiro,Marcelo T de Alvear
4333,Colón,657,,,Fragueiro,Marcelo T de Alvear
4333,Colón,657,,,Fragueiro,Marcelo T de Alvear
4334,Colón,352,,,Sucre,Tucumán
4334,Colón,352,,,Sucre,Tucumán
4334,Colón,352,,,Sucre,Tucumán
4334,Colón,352,,,Sucre,Tucumán
4335,Velez Sarsfield,84,,,Dean Funes,27 de Abril
4335,Velez Sarsfield,84,,,Dean Funes,27 de Abril
4336,Velez Sarsfield,254,,,Caseros,Duarte Quirós
4336,Velez Sarsfield,254,,,Caseros,Duarte Quirós
4336,Velez Sarsfield,254,,,Caseros,Duarte Quirós
4337,Hipolito Irigoyen,660,,,Plaza España,Crisol
4337,Hipolito Irigoyen,660,,,Plaza España,Crisol
4337,Hipolito Irigoyen,660,,,Plaza España,Crisol
4337,Hipolito Irigoyen,660,,,Plaza España,Crisol
4338,Valparaiso,2976,,,Larreta,Javier Diaz
4338,Valparaiso,2976,,,Larreta,Javier Diaz
4338,Valparaiso,2976,,,Larreta,Javier Diaz
4339,Carlos Becu,3014,,,Javier Diaz,Palacios
4340,Beccar Varela,558,,,Carlos Becu,Altamira
4341,Obispo Altamira,3394,,,Inschaupe,Drago
4342,Ernesto Bosch,506,,,Obispo Altamira,Carlos Bunge
4343,Carlos Bunge,3664,,,Jose Eguiluz,Jose Guardado
4344,Carlos Bunge,3828,,,Leonismo Argentino,Boungarten
4345,Boungarten,584,,,Jose Dulce,Benjamin Davalos
4346,Benjamin Davalos,3944,,,Rimini,Benatti
4347,Ticiano Vecelli,717,,,Peñaloza,El Verones
4348,Fray Angelico,4094,,,Ticiano Vecelli,Rafael Sancio
4350,Fray Angelico,4242,,,Pública,Amengual
4351,Amengual,,,Peñaloza,,
4352,Fenoglio,,,Melincue,,
4353,Melincue,438,,,Carlos Bunge,Pedro Echague
4354,Melincue,305,,,Pedro Echague,Belardineli
4355,Belardineli,4484,,,Minuzzi,Melincue
4355,Belardineli,4484,,,Minuzzi,Melincue
4356,Baravino,4982,,Betinotti,,
4357,Baravino,4913,,Manuel Lainez,Calle 4,Manuel Lainez
4358,Baravino,4805,,Azor Grimaut,Orozco,Azor Grimaut
4359,Baravino,4711,,Manuel Carles,Azor Grimaut,Manuel Carles
4360,Baravino,4606,,Roberto Cayol,Julio Llanos,Roberto Cayol
4361,Fray Luis Beltrán,3130,,,Amicis,Paso de Los Libres
4361,Fray Luis Beltrán,3130,,,Amicis,Paso de Los Libres
4362,Fray Luis Beltrán,3286,,Gerónimo Espejo,Paso de Los Libres,Gerónimo Espejo
4362,Fray Luis Beltrán,3286,,Gerónimo Espejo,Paso de Los Libres,Gerónimo Espejo
4363,Cardeñoza,,,Rotonda Complejo Dinisaurio,,
4363,Cardeñoza,,,Rotonda Complejo Dinisaurio,,
4363,Cardeñoza,,,Rotonda Complejo Dinisaurio,,
4364,Cardeñoza,3117,,La Ramada,Ombu,La Ramada
4364,Cardeñoza,3117,,La Ramada,Ombu,La Ramada
4364,Cardeñoza,3117,,La Ramada,Ombu,La Ramada
4365,La Hierra,,3894,,Cardeñoza,Los Pozos
4365,La Hierra,,3894,,Cardeñoza,Los Pozos
4366,La Hierra,3535,,Francisco Drumont,Los Pozos,Francisco Drumont
4366,La Hierra,3535,,Francisco Drumont,Los Pozos,Francisco Drumont
4367,La Hierra,3141,,,Manuel Oribe,Los Granaderos
4367,La Hierra,3141,,,Manuel Oribe,Los Granaderos
4368,Virgen de la Merced,3061,,,Los Granaderos,Roberto Viola
4369,Virgen de la Merced,2764,,,Herminio Malvino,Rozas de Oquendo
4370,Virgen de la Merced,2457,,,Jose Aguilera,Goyechea
4371,Virgen de la Merced,2217,,,Vera y Zarate,Madre Rubatto
4371,Virgen de la Merced,2217,,,Vera y Zarate,Madre Rubatto
4372,Luis Galeano,2051,,,Gregorio Carreras,Ciudad de Tampa
4372,Luis Galeano,2051,,,Gregorio Carreras,Ciudad de Tampa
4373,Ciudad de Tampa,2708,,Claudio Cuenca,Gato y Mancha,Claudio Cuenca
4373,Ciudad de Tampa,2708,,Claudio Cuenca,Gato y Mancha,Claudio Cuenca
4374,Ciudad de Tampa,2609,,Las Playas,Claudio Cuenca,Las Playas
4374,Ciudad de Tampa,2609,,Las Playas,Claudio Cuenca,Las Playas
4375,Ciudad de Tampa,2380,,Alonzo de Rivera,Juan Argañaraz,Alonzo de Rivera
4375,Ciudad de Tampa,2380,,Alonzo de Rivera,Juan Argañaraz,Alonzo de Rivera
4376,Ciudad de Tampa,2207,,Julián Paz,Juan Pose,Julián Paz
4376,Ciudad de Tampa,2207,,Julián Paz,Juan Pose,Julián Paz
4377,Ciudad de Tampa,2053,,,De la Serna,Progreso
4377,Ciudad de Tampa,2053,,,De la Serna,Progreso
4378,Colón,615,,,Fragueiro,Figueroa Alcorta
4378,Colón,615,,,Fragueiro,Figueroa Alcorta
4378,Colón,615,,,Fragueiro,Figueroa Alcorta
4378,Colón,615,,,Fragueiro,Figueroa Alcorta
4379,Colón,303,,,Sucre,Tucumán
4379,Colón,303,,,Sucre,Tucumán
4379,Colón,303,,,Sucre,Tucumán
4379,Colón,303,,,Sucre,Tucumán
4380,Velez Sarsfield,64,,,Dean Funes,27 de Abril
4380,Velez Sarsfield,64,,,Dean Funes,27 de Abril
4381,Abreu de Figueroa,2554,,Tandil,J.Posse,Tandil
4382,Tandil,1534,,,Hernando de Lerma,Manuel Campero
4383,Tandil,1669,,Necochea,Antonio Larouy,Necochea
4384,Baradero,1786,,Merlo,Necochea,Merlo
4385,Baradero,1966,,,O'higgins,Ansenuza
4385,Baradero,1966,,,O'higgins,Ansenuza
4385,Baradero,1966,,,O'higgins,Ansenuza
4386,Baradero,2184,,,Huinca Renanco,Taninga
4386,Baradero,2184,,,Huinca Renanco,Taninga
4386,Baradero,2184,,,Huinca Renanco,Taninga
4387,Baradero,2292,,,Taninga,Altautina
4387,Baradero,2292,,,Taninga,Altautina
4387,Baradero,2292,,,Taninga,Altautina
4388,Baradero,2649,,,Guasapampa,Rumipal
4388,Baradero,2649,,,Guasapampa,Rumipal
4389,Baradero,2778,,,Tosno,Guascha
4389,Baradero,2778,,,Tosno,Huascha
4390,Tapalque,2933,,,Morón,Andueza
4391,Tapalque,3086,,Matanza,Saladillo,Matanza
4392,Tapalque,3294,,Tres Arroyos,Patagones,Tres Arroyos
4393,Tapalque,3388,,,Tres Arroyos,Castañares
4394,Tapalque,3543,,,Lujan,Av Pilar
4395,Av Pilar,2917,,,Trenque Lauquen,Chascomus
4396,Quilmes,3451,,,Luján,Castañares
4397,Quilmes,3231,,Matanza,Tres Arroyos,Matanza
4398,Matanza,2993,,,Quilmes,Azul
4399,Pigue,3055,,,Matanza,Ensenada
4400,Agua de Oro,3126,,,Pigue,Pampayasta
4401,Agua de Oro,3192,,,Pigue,Pampayasta
4402,Agua de Oro,3295,,,Pampayasta,Copina
4402,Agua de Oro,3295,,,Pampayasta,Copina
4403,Publica,2850,,,Agua de Oro,Cabana
4404,Cabana,3446,,Sampacho,Moron,Sampacho
4405,Sampacho,2950,,,Moron,Agua de Oro
4406,Huerta Grande,3311,,,Tala Cañada,Copina
4406,Huerta Grande,3311,,,Tala Cañada,Copina
4407,Huerta Grande,3210,3224,,Publica B,Pampayasta
4407,Huerta Grande,3210,3224,,Publica B,Pampayasta
4408,Huerta Grande,3107,,Pigue,Olimpia,Pigue
4409,Matanza,3011,,,Chivilcoy,Azul
4410,Quilmes,3283,,,Matanza,Tres Arroyos
4411,Luján,2939,,Chascomús,Quilmes,Chascomús
4412,Av Pilar,2837,,Tapalque,Bragado,Tapalque
4413,Baradero,3429,,Castañares,Lujan,Castañares
4414,Baradero,3116,,Matanza,Matanza,Tres Arroyos
4415,Baradero,2931,,Morón,Matanza,Morón
4416,Tandil,2845,,,Morón,Noroñá
4417,Baradero,2829,,,Noroñá,Huascha
4418,Baradero,2621,,,Rumipal,Guasapampa
4418,Baradero,2621,,,Rumipal,Guasapampa
4419,Baradero,2321,,Altutina,Caminiaga,Altutina
4419,Baradero,2321,,Altutina,Caminiaga,Altutina
4419,Baradero,2321,,Altutina,Caminiaga,Altutina
4420,Baradero,2205,,Taninga,Altutina,Taninga
4420,Baradero,2205,,Taninga,Altutina,Taninga
4420,Baradero,2205,,Taninga,Altutina,Taninga
4421,Baradero,1963,,,Ansenusa,O'higgins
4421,Baradero,1963,,,Ansenusa,O'higgins
4421,Baradero,1963,,,Ansenusa,O'higgins
4422,Merlo,2767,,,Baradero,Tandil
4423,Tandil,1711,,,Merlo,Necochea
4424,Tandil,1503,,,Manuel Campero,Hernando de Lerma
4425,Tandil,1315,,Richieri,Abreu de Figueroa,Richieri
4426,San Jerónimo,13,,,Buenos Aires,Independencia
4426,San Jerónimo,13,,,Buenos Aires,Independencia
4427,27 de Abril,616,,,Arturo M. Bas,Corro
4427,27 de Abril,616,,,Arturo M. Bas,Corro
4427,27 de Abril,616,,,Arturo M. Bas,Corro
4428,Caraffa,1868,,,Mons. P. Cabrera,Pozo y Silva
4428,Caraffa,1868,,,Mons. P. Cabrera,Pozo y Silva
4429,Progreso,1850,,,Caraffa,Italia
4429,Progreso,1850,,,Caraffa,Italia
4430,Italia,2140,,,De la Serna,Tropero Sosa
4430,Italia,2140,,,De la Serna,Tropero Sosa
4431,Julián Paz,2044,,,Ciudad de Tampa,Gregorio Carreras
4431,Julián Paz,2044,,,Ciudad de Tampa,Gregorio Carreras
4432,Gregorio Carreras,2356,,,Juan Posse,Antonio Argañaras
4432,Gregorio Carreras,2356,,,Juan Posse,Antonio Argañaras
4433,Gregorio Carreras,2592,,,Zipoli,Las Playas
4433,Gregorio Carreras,2592,,,Zipoli,Las Playas
4434,Gregorio Carreras,2780,,,Claudio Cuenca,Gato y Mancha
4434,Gregorio Carreras,2780,,,Claudio Cuenca,Gato y Mancha
4435,Gregorio Carreras,2886,,,Gato y Mancha,Galeano
4435,Gregorio Carreras,2886,,,Gato y Mancha,Galeano
4436,Pedroni,2185,,,Ob Lascano,Madre Rubatto
4436,Ricardo Pedroni,2185,,,Ob Lascano,Madre Rubatto
4437,Madre Rubato,2925,,,Luis Galeano,Virgen de la Merced
4438,Virgen de la Merced,2540,,,Jose Aguilera,Mercedes de San Martin
4439,Virgen de la Merced,2849,,,Soneira,Malvino
4440,Virgen de la Merced,3028,,,Montenegro,Roberto Viola
4441,Los Granaderos,2952,,,Basurco y Herrera,Los Médanos
4441,Los Granaderos,2952,,,Basurco y Herrera,Los Médanos
4442,La Ramada,3126,,,Los Granaderos,Manuel Oribe
4442,La Ramada,3126,,,Los Granaderos,Manuel Oribe
4443,La Ramada,3697,,Los Pozos,,
4443,La Ramada,3697,,Los Pozos,,
4444,La Ramada,4086,,Cardeñoza,Los Pozos,Cardeñoza
4444,La Ramada,4086,,Cardeñoza,Los Pozos,Cardeñoza
4445,Cardeñoza,2916,,Hospital Neonatal,La Hierra,Concepcion Bermejo
4445,Cardeñoza,2916,,Hospital Neonatal,La Hierra,Concepcion Bermejo
4445,Cardeñoza,2916,,Hospital Neonatal,La Hierra,Concepcion Bermejo
4446,Quinquela Martín,2918,,Manuel Galvez,Manuel Galvez,Callet  Bois
4446,Quinquela Martín,2918,,Manuel Galvez,Manuel Galvez,Callet  Bois
4446,Quinquela Martín,2918,,Manuel Galvez,Manuel Galvez,Callet  Bois
4447,Fray Luis Beltrán,3277,,,Quinquela Martín,Paso de los Libres
4447,Fray Luis Beltrán,3277,,,Quinquela Martín,Paso de los Libres
4448,Fray Luis Beltrán,3153,,,Toscanini,Piacenza
4448,Fray Luis Beltrán,3153,,,Toscanini,Piacenza
4449,Fray Luis Beltrán,,,Lebretón,,
4449,Fray Luis Beltrán,,,Lebretón,,
4450,Santiago Baravino,4691,,,Cayol,Manuel Carles
4451,Santiago Baravino,4790,,,Publica ,Azor Grimaut
4452,Santiago Baravino,4886,,,Orozco ,Mujica Lainez
4453,Santiago Baravino,4981,,,Calle 4,Betinotti
4454,Miguel de Mojica,1148,,,Gaspar de Qeuvedo,Rodriguez de Ruescas
4455,Miguel de Mojica,1331,,,Rodriguez de Ruescas,Suarez Mejias
4456,Miguel de Mojica,1589,,,Rodriguez de Ruescas,Suarez Mejias
4457,Diego Díaz,708,,,Suarez Mejias,Tristan Tejeda
4458,Diego Díaz,610,,,Tristan Tejeda,Alonso de Ubeda
4459,Diego Díaz,502,,,Alonso de Ubeda,Diego de Vera
4460,Diego Díaz,415,,,Diego de Vera,Perez Correa
4461,Diego Díaz,305,,,Perez Correa,Toledo de Pimentel
4462,Diego Díaz,212,,,Toledo de Pimentel,Monseñor Pablo Cabrera
4463,Lascano Colodrero,2532,,,Monseñor Pablo Cabrera,Ciudad de Genova
4464,Lascano Colodrero,2692,,,Varela Berro,Hugo Miatelo
4465,Lascano Colodrero,2784,,Pedro Cavia,Carri Perez,Pedro Cavia
4466,Pedro Cavia,4305,,,Lascano Colodrero,Cesar Carrizo
4467,Pedro Cavia,4140,,,Cesar Carrizo,Fray Luis Beltran
4468,Hipolito Irigoyen,660,,,Plaza España,Crisol
4469,Valparaiso,,,Cs. Economicas,Los Nogales,Haya de la Torre
4469,Valparaiso,,,Cs. Economicas,Los Nogales,Haya de la Torre
4470,Valparaiso,,,Haya de la Torre,Los Nogales,Haya de la Torre
4470,Valparaiso,,,Haya de la Torre,Los Nogales,Haya de la Torre
4471,Valparaiso,,,Hemoderivados,Haya de la Torre,Juan Filloy
4471,Valparaiso,,,Hemoderivados,Haya de la Torre,Juan Filloy
4471,Valparaiso,,,Hemoderivados,Haya de la Torre,Juan Filloy
4472,Valparaiso,3094,,,Palacios,Chaneton
4472,Valparaiso,3094,,,Palacios,Chaneton
4473,Valparaiso,3384,,,Pedro Inschaupe,Luis Drago
4473,Valparaiso,3384,,,Pedro Inschaupe,Luis Drago
4474,Valparaiso,3570,,,Lautaro,Amenabar
4474,Valparaiso,3570,,,Lautaro,Amenabar
4475,Valparaiso,3784,,,Leonismo Argentino,Bourgaten
4475,Valparaiso,3784,,,Leonismo Argentino,Bourgaten
4476,Valparaiso,3983,,,Rimini,Vecelli
4476,Valparaiso,3983,,,Rimini,Vecelli
4477,Valparaiso,4250,,,Amengual,Melincue
4477,Valparaiso,4250,,,Amengual,Melincue
4478,Valparaiso,4426,,,Melincue,Apamea
4478,Valparaiso,4426,,,Melincue,Apamea
4479,Valparaiso,4520,,,Apamea,Circunvalacion
4479,Valparaiso,4520,,,Apamea,Circunvalacion
4480,Valparaiso,4813,,Colectora Sur Circunv.,,
4480,Valparaiso,4813,,Colectora Sur Circunv.,,
4481,Igarzabal,789,,,Valparaiso,Angel Colovini
4482,Igarzabal,789,,,Valparaiso,Angel Colovini
4483,Igarzabal,575,,,Bianco,Barrera
4484,Soldado Pizarro,664,,Ordoñez,Ordoñez,Defensa
4485,Soldado Pizarro,5593,,Capitán Castillo,Defensa,Capitán Castillo
4486,Capitán Castillo,526,,,Lastra,Castagnari
4487,Castagnari,5679,,Capitán Ardiles,Capitán Ardiles,Cabo Varas
4488,Castagnari,5789,,Maldonado,Capitán Ardiles,Andrada
4489,Meisner,37,,,Maldonado,25 de Mayo
4490,17 de Agosto,,,25 de Mayo,Maldonado,25 de Mayo
4491,Pública,,,25 de Mayo,,
4492,25 de Mayo,,,17 de Agosto,,
4493,Maldonado,,,Lastra,Meisner,Lastra
4494,Lastra,5260,,Nívoli,Maldonado,Nívoli
4495,Teniente Nivoli,504,,,Capitán Fiorito,Cabo Soria
4496,Teniente Nivoli,84,,Cabo Brizuela,Cabo Soria,Cabo Brizuela
4497,Teniente Nivoli,15,,Valparaiso,Cabo Gomez,Cabo Cuevas
4498,Valparaiso,5050,,,Nívoli,Usandivaras
4498,Valparaiso,5050,,,Nívoli,Usandivaras
4499,Valparaiso,4952,,Igarzabal,Usandivaras,Igarzabal
4499,Valparaiso,4952,,Igarzabal,Usandivaras,Igarzabal
4500,Valparaiso,4815,,Colectora Sur Circunv.,Igarzabal,Colectora Sur Circunv.
4500,Valparaiso,4815,,Colectora Sur Circunv.,Igarzabal,Colectora Sur Circunv.
4501,Valparaiso,4503,,,Colectora Norte Circunv.,29 de Mayo
4501,Valparaiso,4503,,,Colectora Norte Circunv.,29 de Mayo
4502,Valparaiso,4421,,Barrancas del Sur,29 de Mayo,Celso Barrios
4502,Valparaiso,4421,,Barrancas del Sur,29 de Mayo,Celso Barrios
4503,Valparaiso,4251,,Tejas del sur,29 de Mayo,Celso Barrios
4503,Valparaiso,4251,,Tejas del sur,29 de Mayo,Celso Barrios
4504,Valparaiso,3983,,,29 de Mayo,Celso Barrios
4504,Valparaiso,3983,,,29 de Mayo,Celso Barrios
4505,Valparaiso,3802,,,Celso Barrios,Elías Yofre
4505,Valparaiso,3802,,,Celso Barrios,Elías Yofre
4506,Valparaiso,3587,,,Luis María Drago,Elías Yofre
4506,Valparaiso,3587,,,Luis María Drago,Elías Yofre
4507,Valparaiso,3363,,,Luis María Drago,Elías Yofre
4507,Valparaiso,3363,,,Luis María Drago,Elías Yofre
4508,Elías Yofre,805,,,Valparaiso,Podesta Costa
4508,Elías Yofre,805,,,Valparaiso,Podesta Costa
4509,Nores Martinez,3213,,Talleres,Elías Yofre, Av Talleres
4509,Nores Martinez,3213,,Talleres,Elías Yofre, Av Talleres
4509,Nores Martinez,3213,,Talleres,Elías Yofre, Av Talleres
4510,Nores Martinez,3029,,, Av Talleres,Javier Diaz
4510,Nores Martinez,3029,,, Av Talleres,Javier Diaz
4510,Nores Martinez,3029,,, Av Talleres,Javier Diaz
4511,Calle lateral DASPU,,,,Nores Martinez,Valparaiso
4511,Calle lateral DASPU,,,,Nores Martinez,Valparaiso
4511,Calle lateral DASPU,,,,Nores Martinez,Valparaiso
4512,Haya de la Torre,,,Escuela de Enfermeria,Valparaiso,Enrique Barros
4512,Haya de la Torre,,,Escuela de Enfermeria,Valparaiso,Enrique Barros
4512,Haya de la Torre,,,Escuela de Enfermeria,Valparaiso,Enrique Barros
4513,Pedro Cavia,4294,,,Fray Luis Beltrán,Cesar Carrizo
4514,Pedro Cavia,4396,,,Cesar Carrizo,Lascano Colodrero
4515,Lascano Colodrero,2707,,,Casariego,Hugo Miatelo
4516,Lascano Colodrero,2531,,,Genova,Monseñor Pablo Cabrera
4517,Celiz de Quiroga,310,,,Monseñor Pablo Cabrera,Perez Correa
4518,Celiz de Quiroga,396,,,Monseñor Pablo Cabrera,Perez Correa
4519,Perez Correa,278,,,Celiz de Quiroga ,Diego Diaz
4520,Diego Diaz,495,,,Perez Correa,Diego de Vera
4520,Diego Diaz,495,,,Perez Correa,Diego de Vera
4521,Diego Diaz,591,,,Diego de Vera,Alonzo de Ubeda
4521,Diego Diaz,591,,,Diego de Vera,Alonzo de Ubeda
4522,Diego Diaz,695,,,Alonzo de Ubeda,Tristan de Tejeda
4523,Diego Díaz,792,,Suarez Mejías,Tristan de Tejeda,Suarez Mejías
4524,Miguel de Mojica,1335,,,Suarez Mejías,Luciano de Figueroa
4525,Miguel de Mojica,1122,,,Rodriguez de Ruescas,Gaspar de Quevedo
4525,Miguel de Mojica,1122,,,Rodriguez de Ruescas,Gaspar de Quevedo
4526,O´higgins,4725,,,Colectora Norte Circunv.,Richieri
